MÓDULO;CRITÉRIOS;AVISO / ERRO;NÚMERO;MENSAGEM;TABELA;NATUREZA REGRA;ENTIDADES
Planejamento e Orçamento;PARTE 1. Se o conjunto (idPessoa, cdAcao, cdControleLeiAtoAcao e nrAno), com o  (cdControleLeiAtoAcao vinculado com idEscopo = 1 na tabela LeiAto) existir na tabela (AcaoAno) a regra deve verificar na tabela (MovimentoAcaoAno) se a combinação está vinculada com (nrMovimento > e idTipoMovimento = 1) e também deverá existir na tabela (MovimentoAcao) com (cdFuncao = 10 e idTipoAcao <> 5  e 6) e se estiver, PARTE 2. deverá exigir que a combinação (idPessoa, cdAcao, cdControleLeiAtoAcao e nrAno) seja informada nos campos (idPessoa, cdAcao, cdControleLeiAtoAcao e nrAno) da tabela (CorrelacaoAcaoAno)  sendo que o plano correlacionado deve ser declarado nos campos (idPessoa, cdAcaoCor, cdControleLeiAtoCor e nrAnoCor) e o (cdControleLeiAtoAcaoCor deve estar vinculado com idEscopo = 4 na tabela LeiAto)  OU se a ação não manter compatibilidade com o plano correlacionado a regra deve exigir que a combinação com (idEscopo = 1) seja declarada nos campos (idPessoa, cdAcao, cdControleLeiAtoAcao e nrAno) da tabela (AcaoAnoNaoCorrelacionada) com (idTipoControleAcao = 1). ;ERRO;5036;A Ação nº 9999 do Controle de Lei/Ato nº 9999999, da Lei do Plano Plurianual - PPA,  existe na tabela (MovimentoAcaoAno) para o ano AAAA, porém, não foi correlacionada para o mesmo ano com o Plano Municipal de Saúde na tabela (CorrelacaoAcaoAno) OU não havendo compatibilidade, deve ser declarada na tabela (AcaoAnoNaoCorrelacionada).;CorrelacaoAcaoAno;Movimento Mensal Normal e exclusivo para de Abertura 2013;Prefeitura
Planejamento e Orçamento;PARTE 1. Se o conjunto (idPessoa, cdAcao, cdControleLeiAtoAcao e nrAno), com o  (cdControleLeiAtoAcao vinculado com idEscopo = 1 na tabela LeiAto) existir na tabela (AcaoAno) a regra deve verificar na tabela (MovimentoAcaoAno) se a combinação está vinculada com (nrMovimento > e idTipoMovimento = 1)  e também deverá existir na tabela (MovimentoAcao) com  (idTipoAcao = 5  e 6)  e se estiver, PARTE 2. deverá exigir que a combinação (idPessoa, cdAcao, cdControleLeiAtoAcao e nrAno) seja informada nos campos (idPessoa, cdAcao, cdControleLeiAtoAcao e nrAno) da tabela (CorrelacaoAcaoAno)  sendo que o plano correlacionado deve ser declarado nos campos (idPessoa, cdAcaoCor, cdControleLeiAtoCor e nrAnoCor) e o (cdControleLeiAtoAcaoCor deve estar vinculado com idEscopo = 5 na tabela LeiAto)  OU se a ação não manter compatibilidade com o plano correlacionado a regra deve exigir que a combinação com (idEscopo = 1) seja declarada nos campos (idPessoa, cdAcao, cdControleLeiAtoAcao e nrAno) da tabela (AcaoAnoNaoCorrelacionada) com (idTipoControleAcao = 1).;ERRO;5037;A Ação nº 9999 do Controle de Lei/Ato nº 9999999, da Lei do Plano Plurianual - PPA,  existe na tabela (MovimentoAcaoAno) para o ano AAAA, porém, não foi correlacionada para o mesmo ano com o Plano de Ações dos Direitos da Criança e do Adolescente - ECA/FMDCA, na tabela (CorrelacaoAcaoAno) OU não havendo compatibilidade, deve ser declarada na tabela (AcaoAnoNaoCorrelacionada).;CorrelacaoAcaoAno;Movimento Mensal Normal e exclusivo para de Abertura 2013;Prefeitura
Planejamento e Orçamento;PARTE 1. Se o conjunto (idPessoa, cdAcao, cdControleLeiAtoAcao e nrAno), com o  (cdControleLeiAtoAcao vinculado ao idEscopo = 4 na tabela LeiAto) existir na tabela (AcaoAno) PARTE 2. a regra deve exigir que a combinação (idPessoa, cdAcao, cdControleLeiAtoAcao e nrAno) seja informada nos campos (idPessoa, cdAcaoCor, cdControleLeiAtoAcaoCor e nrAnoCor) da tabela (CorrelacaoAcaoAno)  sendo que o plano correlacionado deve ser declarado nos campos (idPessoa, cdAcao, cdControleLeiAto e nrAno) e o (cdControleLeiAtoAcao deve estar vinculado com idEscopo = 1 na tabela LeiAto) e ainda o plano correlacionado deve  existir na tabela (MovimentoAcaoAno) vinculado com (nrMovimento > e idTipoMovimento = 1)  e também deverá existir na tabela (MovimentoAcao)  com (cdFuncao = 10)  OU se a ação não manter compatibilidade com o plano correlacionado a regra deve exigir que a combinação com (idEscopo = 4) seja declarada nos campos (idPessoa, cdAcao, cdControleLeiAtoAcao e nrAno) da tabela (AcaoAnoNaoCorrelacionada) com (idTipoControleAcao = 1). ;ERRO;5038;A Ação nº 9999 do Controle de Lei/Ato nº 9999999, PLANO MUNICIPAL DE SAÚDE - PMS,  existe na tabela (MovimentoAcaoAno) para o ano AAAA, porém, não foi correlacionada para o mesmo ano com a LEI DO PLANO PLURIANUAL - PPA, na tabela (CorrelacaoAcaoAno) OU não havendo compatibilidade, deve ser declarada na tabela (AcaoAnoNaoCorrelacionada). OBS: A Ação do PPA deve estar vinculada com a Função = 10 Saúde e (idTipoMovimento = 1). A Ação do PMS deve estar vinculada com (idTipoMovimento = 1).;CorrelacaoAcaoAno;Movimento Mensal Normal e exclusivo para de Abertura 2013;Prefeitura
Planejamento e Orçamento;PARTE 1. Se o conjunto (idPessoa, cdAcao, cdControleLeiAtoAcao e nrAno), com o  (cdControleLeiAtoAcao vinculado com idEscopo = 5 na tabela LeiAto) existir na tabela (AcaoAno) PARTE 2. a regra deve exigir que a combinação (idPessoa, cdAcao, cdControleLeiAtoAcao e nrAno) seja informada nos campos (idPessoa, cdAcaoCor, cdControleLeiAtoAcaoCor e nrAnoCor) da tabela (CorrelacaoAcaoAno)  sendo que o plano correlacionado deve ser declarado nos campos (idPessoa, cdAcao, cdControleLeiAto e nrAno) e o (cdControleLeiAtoAcao deve estar vinculado com idEscopo = 1 na tabela LeiAto) e ainda o plano correlacionado deve  existir na tabela (MovimentoAcaoAno) vinculado com (nrMovimento > e idTipoMovimento = 1)  e também deverá existir na tabela (MovimentoAcao) com (idTipoAcao = 5  e 6) OU se a ação não manter compatibilidade com o plano correlacionado a regra deve exigir que a combinação com (idEscopo = 5) seja declarada nos campos (idPessoa, cdAcao, cdControleLeiAtoAcao e nrAno) da tabela (AcaoAnoNaoCorrelacionada) com (idTipoControleAcao = 1). ;ERRO;5039;A Ação nº 9999 do Controle de Lei/Ato nº 9999999, PLANO DE AÇÕES DOS DIREITOS DA CRIANÇA E DO ADOLESCENTE - ECA/FMDCA,  existe na tabela (MovimentoAcaoAno) para o ano AAAA, porém, não foi correlacionada para o mesmo ano com a LEI DO PLANO PLURIANUAL - PPA, na tabela (CorrelacaoAcaoAno) OU não havendo compatibilidade, deve ser declarada na tabela (AcaoAnoNaoCorrelacionada). OBS: A Ação do PPA deve estar vinculada com (idTipoAcao = 5 ou 6) e (idTipoMovimento = 1);CorrelacaoAcaoAno;Movimento Mensal Normal e exclusivo para de Abertura 2013;Prefeitura
Planejamento e Orçamento;PARTE 1. Se não existir registros de projeção de receitas na tabela (ProjecaoReceita) para o conjunto (idPessoa, nrAnoProjecao = 2013 e idEscopo = 1) a mensagem deve ser executada.;ERRO;5040;Não foi declarada a Projeção da Receita da Lei do Plano Plurianual - PPA para o ano de 2013 na tabela (ProjecaoReceita);ProjecaoReceita;Abertura do Exercício, exclusiva para 2013;Prefeitura
Planejamento e Orçamento;PARTE 1. O conjunto (idPessoa, cdFonte, nrAno = 2013 e nrBimestreInclusao = 0) existe na tabela (ammFonteReceita) e não foi declarado nos campos (idPessoa e cdFonte) da tabela (FonteReceita). ;ERRO;5041;A Fonte de Recursos nº 99999 existe na base de dados do SIM-AM 2012 através da tabela  (ammFonteReceita) e não foi recadastrada na tabela (FonteReceita) de 2013 da remessa de abertura.;FonteReceita;Abertura do Exercício, exclusiva para 2013;Todas, exceto Câmara, Empresa Pública Municipal, Sociedade de Economia Mista Municipal, Fundação Pública de Direito Privado, Secretaria e Organização Social.
Planejamento e Orçamento;PARTE 1. O conjunto (idPessoa e cdFonte) foi declarado na remessa de abertura/2013 através da tabela (FonteReceita) porém, não existe na combinação (idPessoa, cdFonte, nrAno = 2013 e nrBimestreInclusao = 0) da tabela (ammFonteReceita) para entidades com obrigação de prestação de cotnas anterior a 31.12.2012.;ERRO;5042;A Fonte de Recursos nº 99999 informada na tabela (FonteReceita) da remessa de abertura do exercício de 2013 não existe no SIM-AM 2012  da entidade.;FonteReceita;Abertura do Exercício, exclusiva para 2013;Todas, exceto Empresa Pública Municipal, Sociedade de Economia Mista Municipal, Fundação Pública de Direito Privado, Secretaria e Organização Social.
Contábil;PARTE 1. Se o conjunto (cdClasse, cdGrupo, cdSubGrupo, cdTitulo, cdSubTitulo, cdItem, cdSubItem, cdNivel8, cdNivel9, cdNivel10, cdNivel11,  cdNivel12, nrAnoAplicacao = ano de trabalho e idTipoAplicacaoPlanoContabil = 1) existir na tabela (PlanoContabilPadrao) PARTE 2. e não possuir o seguinte conjunto  (cdClasse, cdGrupo, cdSubGrupo, cdTitulo, cdSubTitulo, cdItem, cdSubItem, cdNivel8, cdNivel9, cdNivel10, cdNivel11,  cdNivel12 e nrAnoAplicacao = ano de trabalho) do (idPessoa) declarante com o  padrão mínimo na tabela (PlanoContabil)  a mensagem deve ser executada. ;ERRO;5043;A Conta Contábil nº  xxxxxxxxxxxxxx (trazer os seguintes dados: cdClasse+ cdGrupo+cdSubGrupo+cdTitulo+cdSubTitulo+ cdItem+cdSubItem+cdNivel8+cdNivel9+cdNivel10+cdNivel11+cdNivel12) existe na tabela (PlanoContabilPadrao) para o ano de trabalho e não existe no plano de contas contábil da entidade (PlanoContabil).;PlanoContabil;Movimento Mensal - Normal e de Abertura;Todas, exceto Empresa Pública Municipal, Sociedade de Economia Mista Municipal, Fundação Pública de Direito Privado, Secretaria e Organização Social.
Contábil;PARTE 1. Se o conjunto (cdClasse, cdGrupo, cdSubGrupo, cdTitulo, cdSubTitulo, cdItem, cdSubItem, cdNivel8, cdNivel9, cdNivel10, cdNivel11,  cdNivel12 e nrAnoAplicacao = ano de trabalho) existir na tabela (PlanoContabil) para o (idPessoa) declarante com (idTipoControleConta <> 4). PARTE 2. e não possuir o seguinte conjunto  (cdClasse, cdGrupo, cdSubGrupo, cdTitulo, cdSubTitulo, cdItem, cdSubItem, cdNivel8, cdNivel9, cdNivel10, cdNivel11,  cdNivel12, nrAnoAplicacao = ano de trabalho e  idTipoAplicacaoPlanoContabil = 1 ) no padrão mínimo da tabela (PlanoContabilPadrao)  a mensagem deve ser executada. ;ERRO;5044;"A Conta Contábil nº  xxxxxxxxxxxxxx (trazer os seguintes dados: cdClasse+ cdGrupo+cdSubGrupo+cdTitulo+cdSubTitulo+ cdItem+cdSubItem+cdNivel8+cdNivel9+cdNivel10+cdNivel11+cdNivel12) existe na tabela (PlanoContabil) para o ano de trabalho e não existe no plano contábil padrão (PlanoContabilPadrao). Todas as contas criadas pela entidade devem possuir (idTipoControleConta) = ""P"".";PlanoContabil;Movimento Mensal - Normal e de Abertura;Todas, exceto Empresa Pública Municipal, Sociedade de Economia Mista Municipal, Fundação Pública de Direito Privado, Secretaria e Organização Social.
Contábil;PARTE 1. Se a soma de (vlSaldo) do conjunto (idPessoa, cdFonte, nrAno = 2013, nrBimestreInclusao = 0, cdGrupo <> 3 e cdNivel1 <> 92) apurada na tabela (ammSldExercAntContaDeposito)  for <> PARTE 2. da soma de (vlSaldo) do conjunto (idPessoa, nrAnoAplicacao = ano de trabalho, nrAnoSaldo < ano de trabalho e cdFonte) da tabela (SaldoExercicioAnteriorContaDeposito) a mensagem deve ser executada.   ;ERRO;5045;O Saldo Apurado em 31.12.2012 das Contas Depósitos do Passivo Financeiro de R$- 0,00  para a Fonte de Recurso nº xxxxx, existente na tabela (ammSldExercAntContaDeposito) não mantém correspondência com o saldo de R$- 0,00 declarado no campo (vlSaldo)  da tabela (SaldoExercicioAnteriorContaDeposito) para a mesma fonte de recurso.;SaldoExercicioAnteriorContaDeposito;Abertura do Exercício, exclusiva para 2013;Todas, exceto RPPS, Empresa Pública Municipal, Sociedade de Economia Mista Municipal, Fundação Pública de Direito Privado, Secretaria e Organização Social.
Contábil;PARTE 1. Se a soma de (vlSaldo) do conjunto (idPessoa, cdFonte, nrAno = 2013, nrBimestreInclusao = 0, cdGrupo <> 3 e cdNivel1 = 92) apurada na tabela (ammSldExercAntContaDeposito)  for <> PARTE 2. da soma de (vlSaldo) do conjunto (idPessoa, nrAnoAplicacao = ano de trabalho, nrAnoSaldo < ano de trabalho e cdFonte) da tabela (SaldoExercicioAnteriorContaDeposito) a mensagem deve ser executada.  ;ERRO;5046;O Saldo Apurado em 31.12.2012 das Contas Depósitos do Passivo Financeiro de R$- 0,00  para a Fonte de Recurso nº xxxxx, existente na tabela (ammSldExercAntContaDeposito) não mantém correspondência com o saldo de R$- 0,00 declarado no campo (vlSaldo)  da tabela (SaldoExercicioAnteriorContaDeposito) para a mesma fonte de recurso.;SaldoExercicioAnteriorContaDeposito;Abertura do Exercício, exclusiva para 2013;RPPS
Contábil;PARTE 1. Se a soma de (vlSaldo) do conjunto (idPessoa, cdFonte, nrAno = 2013, nrBimestreInclusao = 0, cdGrupo <> 4 e cdNivel1 <> 92) apurada na tabela (ammSldExercAntContaDeposito)  for <> PARTE 2. da soma de (vlSaldo) do conjunto (idPessoa, nrAnoAplicacao = ano de trabalho, nrAnoSaldo < ano de trabalho e cdFonte) da tabela (SaldoExercicioAnteriorRealizavel) a mensagem deve ser executada. ;ERRO;5047;O Saldo Apurado em 31.12.2012 das Contas do Realizável   (cdGrupo = '3' e cdSubGrupo = '02') para a Fonte de Recurso nº xxxxx  de R$- 0,00 não mantém correspondência com o saldo de R$- 0,00 declarado no campo (vlSaldo)  da tabela (SaldoExercicioAnteriorRealizavel) para a mesma fonte.;SaldoExercicioAnteriorRealizavel;Abertura do Exercício, exclusiva para 2013;Todas, exceto RPPS, Empresa Pública Municipal, Sociedade de Economia Mista Municipal, Fundação Pública de Direito Privado, Secretaria e Organização Social.
Contábil;PARTE 1. Se a soma de (vlSaldo) do conjunto (idPessoa, cdFonte, nrAno = 2013, nrBimestreInclusao = 0, cdGrupo <> 4 e cdNivel1 = 92) apurada na tabela (ammSldExercAntContaDeposito)  for <> PARTE 2. da soma de (vlSaldo) do conjunto (idPessoa, nrAnoAplicacao = ano de trabalho, nrAnoSaldo < ano de trabalho e cdFonte) da tabela (SaldoExercicioAnteriorRealizavel) a mensagem deve ser executada. ;ERRO;5048;O Saldo Apurado em 31.12.2012 das Contas do Realizável   (cdGrupo = '3' e cdSubGrupo = '92') para a Fonte de Recurso nº xxxx de R$- 0,00 não mantém correspondência com o saldo de R$- 0,00 declarado no campo (vlSaldo)  da tabela (SaldoExercicioAnteriorRealizavel) para a mesma fonte.;SaldoExercicioAnteriorRealizavel;Abertura do Exercício, exclusiva para 2013;RPPS
Contábil;PARTE 1. Se a soma de (vlOperacao) declarada na tabela (DiarioContabilidade) para o conjunto (idPessoa, cdClasse, cdGrupo, cdSubGrupo, cdTitulo, cdSubTitulo, cdItem, cdSubItem, cdNivel8, cdNivel9, cdNivel10, cdNivel11, cdNivel12, nrAnoAplicacao = Ano de Trabalho, idTipoMovimentoContabil, idTipoFinanceiroPatrimonial, idTipoVariacaoQualitativa, tpNaturezaSaldo = 'D' e mês e ano de processamento = mm/aaaa de trabalho) for <> PARTE 2. de (vlDebito)  informado na tabela (MovimentoContabilMensal) para conjunto (idPessoa, cdClasse, cdGrupo, cdSubGrupo, cdTitulo, cdSubTitulo, cdItem, cdSubItem, cdNivel8, cdNivel9, cdNivel10, cdNivel11, cdNivel12, nrAnoAplicacao = Ano de Trabalho, idTipoMovimentoContabil, idTipoFinanceiroPatrimonial, idTipoVariacaoQualitativa e Mês de Processamento = mês de trabalho) e mensagem deve ser executada.;ERRO;5049;A soma das operações (vlOperacao) de natureza devedora = R$- 0,00 declarada na conta contábil = (cdClasse até cdNivel12) do (DiarioContabilidade) é diferente do (vlDebito) de R$- 0,00 informado na mesma conta contábil do (MovimentoContabilMensal) envolvendo idTipoMovimentoContabil nº xx idTipoFinanceiroPatrimonial nº xx e idTipoVariacaoQualitativa nº xx, referente o mês de trabalho.;DiarioContabilidade;Abertura do Exercício, Movimento Mensal e Encerramento do Exercício.;Todas, exceto Empresa Pública Municipal, Sociedade de Economia Mista Municipal, Fundação Pública de Direito Privado, Secretaria e Organização Social.
Contábil;PARTE 1. Se a soma de (vlOperacao) declarada na tabela (DiarioContabilidade) para o conjunto (idPessoa, cdClasse, cdGrupo, cdSubGrupo, cdTitulo, cdSubTitulo, cdItem, cdSubItem, cdNivel8, cdNivel9, cdNivel10, cdNivel11, cdNivel12, nrAnoAplicacao = Ano de Trabalho, idTipoMovimentoContabil, idTipoFinanceiroPatrimonial, idTipoVariacaoQualitativa, tpNaturezaSaldo = 'C' e mês e ano de processamento = mm/aaaa de trabalho) for <> PARTE 2. de (vlCredito)  informado na tabela (MovimentoContabilMensal) para conjunto (idPessoa, cdClasse, cdGrupo, cdSubGrupo, cdTitulo, cdSubTitulo, cdItem, cdSubItem, cdNivel8, cdNivel9, cdNivel10, cdNivel11, cdNivel12, nrAnoAplicacao = Ano de Trabalho, idTipoMovimentoContabil, idTipoFinanceiroPatrimonial, idTipoVariacaoQualitativa e Mês de Processamento =  Mês de trabalho) e mensagem deve ser executada.  ;ERRO;5050;A soma das operações (vlOperacao) de natureza credora = R$- 0,00 declarada na conta contábil = (cdClasse até cdNivel12) do (DiarioContabilidade) é diferente do (vlCredito) de R$- 0,00 informado na mesma conta contábil do (MovimentoContabilMensal) envolvendo idTipoMovimentoContabil nº xx idTipoFinanceiroPatrimonial nº xx e idTipoVariacaoQualitativa nº xx, referente o mês de trabalho.;DiarioContabilidade;Abertura do Exercício, Movimento Mensal e Encerramento do Exercício.;Todas, exceto Empresa Pública Municipal, Sociedade de Economia Mista Municipal, Fundação Pública de Direito Privado, Secretaria e Organização Social.
Contábil;PARTE 1. Se (idDivida) existir na tabela (ammDividaFundada)  para o conjunto (idPessoa e nrAno = 2013) a regra deve exigir que o mesmo (idDivida) seja declarado no campo (nrDivida) da tabela (Divida) para o conjunto (idPessoa, nrDivida e nrAno = 2013). ;ERRO;5051;O Identificador da Dívida Fundada (idDivida) nº xxxx existe no SIM-AM 2012 da entidade e não foi declarado com o mesmo número e ano = 2013  na tabela (Divida).;Divida;Abertura do Exercício, exclusiva para 2013;Todas, exceto Empresa Pública Municipal, Sociedade de Economia Mista Municipal, Fundação Pública de Direito Privado, Secretaria e Organização Social.
Contábil;PARTE 1. Se a soma de (vlSaldoExercAnt) do conjunto (idPessoa, idDivida e nrAno = 2013) calculado na tabela (ammDividaFundada) FOR <> PARTE 2. da soma (vlOperacao) do conjunto (idPessoa, nrDivida = idDivida, nrAnoDivida = 2013 e idTipoOperacaoDivida = 7) declarado na tabela (IngressoAtualizacaoDivida) a mensagem deve ser executada.   ;ERRO;5052;O (idDivida) nº xxxx apresenta um saldo do exercício anterior de R$- 0.00 na tabela (ammDividaFundada), no entanto, o saldo inicial declarado na tabela (IngressoAtualizacaoDivida) para o (nrDivida = idDivida) é de R$- 0.00.;IngressoAtualizacaoDivida;Abertura do Exercício, exclusiva para 2013;Todas, exceto Empresa Pública Municipal, Sociedade de Economia Mista Municipal, Fundação Pública de Direito Privado, Secretaria e Organização Social.
Contábil;PARTE 1. Se a soma de (vlSaldoExercAnt) do conjunto (idPessoa e nrAno = 2013) calculado na tabela (ammDividaFundada) FOR <> PARTE 2. da soma (vlOperacao) do conjunto (idPessoa, nrAnoDivida = 2013 e idTipoOperacaoDivida = 7) declarado na tabela (IngressoAtualizacaoDivida) a mensagem deve ser executada.  ;ERRO;5053;A soma do saldo do exercício anterior de R$- 0.00  declarados na tabela (ammDividaFundada), não mantém correspondência com o saldo de R$- 0.00 de todas as dívidas declaradas na tabela (IngressoAtualizacaoDivida) com (idTipoOperacaoDivida = 7). ;IngressoAtualizacaoDivida;Abertura do Exercício, exclusiva para 2013;Todas, exceto Empresa Pública Municipal, Sociedade de Economia Mista Municipal, Fundação Pública de Direito Privado, Secretaria e Organização Social.
